Process,Contribution,Unit
"electricity production, lignite | electricity, high voltage | Cutoff, U",17.854011951600953,kg CO2-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",15.251790636114364,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",13.675481711648299,kg CO2-Eq
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",10.84248368371774,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",9.089998096447697,kg CO2-Eq
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",8.607962127656997,kg CO2-Eq
