Process,Contribution,Unit
"blasting | blasting | Cutoff, U",16.57581606311686,mol N-Eq
"blasting | blasting | Cutoff, U",8.3289933825176,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",1.590651808965205,mol N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.4324874869743071,mol N-Eq
"transport, freight, sea, container ship, heavy fuel oil | transport, freight, sea, container ship, heavy fuel oil | Cutoff, U",0.34116798328769693,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.2867392106753278,mol N-Eq
