Process,Contribution,Unit
"blasting | blasting | Cutoff, U",1.9896444473826362,mol N-Eq
"blasting | blasting | Cutoff, U",1.0006071043277565,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.24539087860686368,mol N-Eq
"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | Cutoff, U",0.1939093534723321,mol N-Eq
"iron sinter production | iron sinter | Cutoff, U",0.10277327351395973,mol N-Eq
