Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.1535307546134977e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.1175409888914514e-07,CTUh
"coke production | coke | Cutoff, U",8.439106267662596e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.232054724279974e-08,CTUh
"coke production | coke | Cutoff, U",2.628621902626266e-08,CTUh
