Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.1520113630071677e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.116046989329249e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.2290688609892704e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.53634714236923e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.619052298887422e-08,CTUh
