Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.1647162514076977e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.128539553872281e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.25403613060533e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.551321044432542e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6286107422700085e-07,CTUh
"coke production | coke | Cutoff, U",9.672655127970021e-08,CTUh
