Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.338801850885167e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.249579894134303e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.049165494694237e-06,CTUh
"gold production | gold | Cutoff, U",7.375854784033186e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.292278493941693e-07,CTUh
