Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.8979851260590495e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.8662660341053091e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",3.729864039389083e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.2369534071661585e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.427937247183487e-07,CTUh
"zinc mine operation | copper concentrate, sulfide ore | Cutoff, U",4.537420476263788e-08,CTUh
