Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.172769258370185e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.1364579791329214e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.269861660882642e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.560812268107236e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6346693717269427e-07,CTUh
"coke production | coke | Cutoff, U",1.0727007671583513e-07,CTUh
