Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.8484531727349145,mol N-Eq
"blasting | blasting | Cutoff, U",0.4256241003480522,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.19182364607488744,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.18468071340042155,mol N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.131204223055229,mol N-Eq
