Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.498529304206381e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",5.406637985240887e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.080554659765463e-06,CTUh
"gold production | gold | Cutoff, U",7.380383477975283e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.480532272129493e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.1367841562115166e-07,CTUh
