Process,Contribution,Unit
"blasting | blasting | Cutoff, U",1.1880785707219208,kg N-Eq
"blasting | blasting | Cutoff, U",0.5971244557991039,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.21244121313212627,kg N-Eq
"uranium production, in yellowcake, in-situ leaching | uranium, in yellowcake | Cutoff, U",0.15752918872185653,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.08964744292377953,kg N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.060624534910428726,kg N-Eq
