Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.183896389947248e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.1473991542950318e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.291728369615503e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.5739266358393902e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6430407996243733e-08,CTUh
"treatment of basic oxygen furnace slag, residual material landfill | basic oxygen furnace slag | Cutoff, U",6.642123289924686e-09,CTUh
