Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.053815709838244,kg N-Eq
"transport, freight, sea, ferry, heavy fuel oil | transport, freight, sea, ferry, heavy fuel oil | Cutoff, U",0.05332386814966793,kg N-Eq
"uranium production, in yellowcake, in-situ leaching | uranium, in yellowcake | Cutoff, U",0.031830090200753766,kg N-Eq
"blasting | blasting | Cutoff, U",0.0270418444428091,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.026660976607678345,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.022372283486768334,kg N-Eq
