Process,Contribution,Unit
"blasting | blasting | Cutoff, U",16.49545944981685,mol N-Eq
"blasting | blasting | Cutoff, U",8.285928285050032,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",1.3343331637556373,mol N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.4086036405776117,mol N-Eq
"transport, freight, sea, container ship, heavy fuel oil | transport, freight, sea, container ship, heavy fuel oil | Cutoff, U",0.3327592090344038,mol N-Eq
