Impact category,Amount (Raw),Unit,Amount (Normalized),Normalized Unit
Acidification,1.154378434468532,mol H+-Eq,0.020773582234386426,mol H+-Eq/ref
Climate change,326.10894222850163,kg CO2-Eq,0.04317560593348145,kg CO2-Eq/ref
Climate change: biogenic,3.5910764228468555,kg CO2-Eq,0.0,kg CO2-Eq/ref
Climate change: fossil,322.34075730104905,kg CO2-Eq,0.0,kg CO2-Eq/ref
Climate change: land use and land use change,0.1771085046056953,kg CO2-Eq,0.0,kg CO2-Eq/ref
Ecotoxicity: freshwater,1271.3074529773162,CTUe,0.0224150911579231,CTUe/ref
"Ecotoxicity: freshwater, inorganics",1251.2168781638943,CTUe,0.0,CTUe/ref
"Ecotoxicity: freshwater, organics",20.090574813421924,CTUe,0.0,CTUe/ref
Energy resources: non-renewable,56503.19886481814,"MJ, net calorific value",0.8692230195429341,"MJ, net calorific value/ref"
Eutrophication: freshwater,0.28188185481984795,kg P-Eq,0.17542488814493323,kg P-Eq/ref
Eutrophication: marine,0.4803941158011489,kg N-Eq,0.02457864689423409,kg N-Eq/ref
Eutrophication: terrestrial,3.037447931647947,mol N-Eq,0.017184509264715844,mol N-Eq/ref
Human toxicity: carcinogenic,1.1065652063051764e-07,CTUh,0.006413792500421242,CTUh/ref
"Human toxicity: carcinogenic, inorganics",5.939715058041986e-08,CTUh,0.0,CTUh/ref
"Human toxicity: carcinogenic, organics",5.1259370050097765e-08,CTUh,0.0,CTUh/ref
Human toxicity: non-carcinogenic,4.781235047364467e-06,CTUh,0.03713984470050698,CTUh/ref
"Human toxicity: non-carcinogenic, inorganics",4.588224923372453e-06,CTUh,0.0,CTUh/ref
"Human toxicity: non-carcinogenic, organics",1.9301012399201383e-07,CTUh,0.0,CTUh/ref
Ionising radiation: human health,3597.094565477876,kBq U235-Eq,0.8523590754806951,kBq U235-Eq/ref
Land use,14690.441266631326,dimensionless,0.01792614257501525,dimensionless/ref
Material resources: metals/minerals,0.003392475591300024,kg Sb-Eq,0.05332185090631726,kg Sb-Eq/ref
Ozone depletion,3.870944166226718e-06,kg CFC-11-Eq,7.394582113886342e-05,kg CFC-11-Eq/ref
Particulate matter formation,2.6352070445223847e-05,disease incidence,0.04426189299242962,disease incidence/ref
Photochemical oxidant formation: human health,0.90602289700469,kg NMVOC-Eq,0.02217427035625474,kg NMVOC-Eq/ref
Water use,7890.299723565093,m3 world Eq deprived,0.6879850182997667,m3 world Eq deprived/ref
