Flow,UUID,Unit,Amount,Direction,UUID_provider,Transport_phase_codes
"aluminium alloy, AlMg3",8c3b8032-b310-4dfe-9a9b-93fbd369142d,kg,10.35367127,Input,9b3a865d-832d-337a-adbb-da7da57dd9d6,
"metal working, average for aluminium product manufacturing",8c3b8032-b310-4dfe-9a9b-93fbd369142d,kg,10.35367127,Input,81386fc4-f172-3b15-b9de-ecdb4ddfa9a8,
"copper, cathode",fbb039f7-f9cc-46d2-b631-313ddb125c1a,kg,0.004,Input,40dc9f2f-40c2-37b4-8f38-53d043a5f756,
"metal working, average for copper product manufacturing",ec161f58-adae-4afc-ba38-14659925b080,kg,0.004,Input,1b2956e7-27a2-3d24-bdc7-8d4d96c596c9,
wood wool,6e4f1a58-c17a-4c76-aecc-3b5180d4f6b5,kg,1e-13,Input,NO_PROVIDER,
mechanical_components,,kg,10.35767127,Output,,
