Flow,UUID,Unit,Amount,Direction,UUID_provider,Transport_phase_codes
"printed wiring board production, for through-hole mounting, Pb free surface",cf11031f-462b-48ce-857b-f36ed83e0095,m2,0.01,Input,dcda613c-0c0d-3cea-a518-a4847d197cdb,"P1,SS1,S1"
"electronic component, passive, unspecified",4e252b55-fb08-4447-8391-d09e8bbb0238,kg,0.0690714,Input,f3d352d4-6c0c-3a0d-819a-cdac67904aae,"P1,SS1,S1"
"electric connector production, wire clamp",6716b460-7ba0-4cea-baa4-32ae24bfb88c,kg,0.00456,Input,dd86962a-dd7e-316b-9ae3-bb22cf1fcbc2,"P1,SS1,S1"
"electric connector production, peripheral type buss",9cc41404-5a63-4005-82a2-884dc147fc3f,kg,0.0526,Input,92091161-fb50-3a3f-8f3d-a35a0a2e0fb0,"P1,SS1,S1"
"resistor, metal film type, through-hole mounting",92d9032c-7554-43a7-87b7-59ced4c2516a,kg,0.00098775,Input,a0dd6779-6b13-38f5-ab6b-624af954475a,"P1,SS1,S1"
"mounting, through-hole technology, Pb-free solder",66084f92-4bed-46cb-931e-7ea8300c0972,m2,0.01,Input,ad142cc0-19c8-38d0-853b-31ab69af414d,
"capacitor production, film type, for through-hole mounting",1edf4d42-6315-49ab-89b8-cd8dd643f43c,kg,0.066897225,Input,59460f65-cf77-3d26-9e32-c7d03a4cd924,"P1,SS1,S1"
fuse_card,,kg,0.224916375,Output,,
