Flow,UUID,Unit,Amount,Direction,UUID_provider,Transport_phase_codes
"cable, unspecified",,kg,0.176,Input,220315ed-44b1-3bda-916d-7e5c6d1f2b3c,"P2,S1"
cabling,,kg,0.176,Output,,
