Flow,UUID,Unit,Amount,Direction,UUID_provider,Transport_phase_codes
"electric connector production, wire clamp",6716b460-7ba0-4cea-baa4-32ae24bfb88c,kg,0.10572831648,Input,e7dad296-81c0-3161-940f-7e089569896d,"P1,SS1,S1"
"market for steel, low-alloyed",,kg,0.00884695,Input,b784237b-e38b-345f-91ab-4f8f10f4ef10,"P1,SS1,S1"
"metal working, average for steel product manufacturing",79632c4b-f876-4c89-bf27-b864b30566be,kg,0.00884695,Input,8185cec5-3801-3507-a689-cde0fb0721f2,
control_backplane_card,,kg,0.11457526648,Output,,
