Order_index,Category_order,Group_order,Category,Section,Subsection,Designators,Casing,Part_Number,Database,Ecoinvent_flow,Ecoinvent_unit,Direction,Amount,Total_mass_kg,Formula_basis,Validation_error
1,1,1,AUTO,Magnetics,Inductors,Bobbin,,,EcoInvent,"copper, cathode",kg,Input,0.498231,0.498231,mass-based,
1,1,1,AUTO,Magnetics,Inductors,Bobbin,,,EcoInvent,"wire drawing, copper",kg,Input,0.498231,0.498231,mass-based,
4,1,1,AUTO,Magnetics,Inductors,Cable_tape,,,EcoInvent,nylon 6,kg,Input,0.0036,0.0036,mass-based,
5,1,1,AUTO,Magnetics,Inductors,Electrical Tape 92,,,EcoInvent,polytetrafluoroethylene,kg,Input,0.0048,0.0048,mass-based,
2,2,2,Ferrite Cores & Accessories,Magnetics,Inductors,Coil former,,B65685A1000T001,EcoInvent,"polyester resin, unsaturated",kg,Input,0.09,0.09,mass-based,
2,2,2,Ferrite Cores & Accessories,Magnetics,Inductors,Coil former,,B65685A1000T001,EcoInvent,injection moulding,kg,Input,0.09,0.09,mass-based,
3,2,2,Ferrite Cores & Accessories,Magnetics,Inductors,Ferrite core,,B65684A0315A027 ,EcoInvent,"grain oriented electrical steel, 0.23 mm coil",kg,Input,1.96992,1.96992,mass-based,
