Flow,UUID,Unit,Amount,Direction,Section,Subsections,Source_subsystems,Component_rows,Total_mass_kg,Missing_process_components,UUID_provider
"cable, unspecified",8b988c18-f03b-46aa-83ae-d72d4639ff76,kg,0.62964,Input,Cabling,,cabling,1,0.62964,0,1f1dd9e6-3854-3406-ae76-6faa307d4806
SECTION_Cabling,,kg,0.62964,Output,Cabling,,cabling,1,0.62964,0,
