Flow,UUID,Unit,Amount,Direction,Section,Subsections,Source_subsystems,Component_rows,Total_mass_kg,Missing_process_components,UUID_provider
"printed wiring board production, for through-hole mounting, Pb free surface",cf11031f-462b-48ce-857b-f36ed83e0095,m2,0.02255,Input,PCB,,4Q_output_control_card,1,0.007321428571,0,9614a58c-201f-3dd5-b0f5-fc697ac98c1c
SECTION_PCB,,kg,0.069454,Output,PCB,,4Q_output_control_card,1,0.069454,0,
