Flow,UUID,Unit,Amount,Direction,UUID_provider,Transport_phase_codes
"copper, cathode",fbb039f7-f9cc-46d2-b631-313ddb125c1a,kg,0.498231,Input,9e4d4bb4-2aed-3ef2-9caa-46439cf1c523,"P2,S1"
"wire drawing, copper",cdb7b939-f508-49ed-80f3-b39f6137fe1c,kg,0.498231,Input,9dd1ce4b-030a-33ee-a66e-05dc9455269a,
nylon 6,d16b5d3f-b5e4-45b6-9a04-23cde05220c0,kg,0.0036,Input,1b7bae70-5229-3aa6-8571-bdae966d5782,"P2,S1"
polytetrafluoroethylene,53556443-eb03-5fa4-886b-bd89d3526a6c,kg,0.0048,Input,8ff16422-4d71-3a6a-8b8f-9a273275f073,"P2,S1"
"polyester resin, unsaturated",4bf60736-bc87-4e3d-8d34-ea8bcc46f551,kg,0.09,Input,e6527622-8abc-3acd-ab99-e802a07c198f,"P2,S1"
injection moulding,68d6dfcf-2089-4586-9bbf-ad75591105cf,kg,0.09,Input,2425ed8d-4a27-32f5-b80e-07711f419c02,
ferrite,fa6aa6bf-07c9-45bf-9fdc-a358a497b7e1,kg,1.96992,Input,0e2aad85-6f2d-3cc4-ac35-2405033e455b,
power_inductor_PM6249,,kg,2.566551,Output,,
