Flow,UUID,Unit,Amount,Direction,UUID_provider,Transport_phase_codes
"cable, unspecified",8b988c18-f03b-46aa-83ae-d72d4639ff76,kg,0.62964,Input,1f1dd9e6-3854-3406-ae76-6faa307d4806,"P2,S1"
cabling,,kg,0.62964,Output,,
