Process,Contribution,Unit
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",6.843122361620174e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",6.507215981826925e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",2.0519165236300965e-09,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",1.759298453677935e-09,CTUh
"anaerobic digestion of manure | biogas | Cutoff, U",1.6764232285353578e-09,CTUh
"molybdenite mine operation | copper concentrate, sulfide ore | Cutoff, U",1.6504248254916967e-09,CTUh
