Process,Contribution,Unit
"diesel production, low-sulfur, petroleum refinery operation | diesel, low-sulfur | Cutoff, U",2.1518519360202957e-10,CTUh
"treatment of brake wear emissions, lorry | brake wear emissions, lorry | Cutoff, U",1.599894398238497e-10,CTUh
"cast iron production | cast iron | Cutoff, U",1.1455115109372948e-10,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",8.997722772348177e-11,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",8.847352997542319e-11,CTUh
"treatment of tyre wear emissions, lorry | tyre wear emissions, lorry | Cutoff, U",6.610228740494863e-11,CTUh
