Process,Contribution,Unit
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",0.0001493102002405291,kg Sb-Eq
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",0.00012659298051231145,kg Sb-Eq
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",4.7166732612174886e-05,kg Sb-Eq
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",3.0440185421246238e-05,kg Sb-Eq
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",2.362259133366156e-05,kg Sb-Eq
"zinc mine operation | zinc concentrate | Cutoff, U",2.3481450155144146e-05,kg Sb-Eq
