Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.05994448965565716,mol N-Eq
"blasting | blasting | Cutoff, U",0.02999571090877517,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.012660296844984431,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.009678077341519174,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.00775030861432806,mol N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.006260653786269194,mol N-Eq
