Process,Contribution,Unit
"electricity production, hydro, reservoir, alpine region, renewable energy products | electricity, high voltage, renewable energy products | Cutoff, U",1971.1184378940027,m3 world Eq deprived
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",73.7011687429079,m3 world Eq deprived
"gravel and sand quarry operation | gravel, round | Cutoff, U",4.5370154440916375,m3 world Eq deprived
"gravel and sand quarry operation | gravel, round | Cutoff, U",0.7131639452509478,m3 world Eq deprived
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",0.6035444550173502,m3 world Eq deprived
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",0.5819502866186677,m3 world Eq deprived
