Process,Contribution,Unit
"uranium production, in yellowcake, in-situ leaching | uranium, in yellowcake | Cutoff, U",8562.589863206738,"MJ, net calorific value"
"uranium mine operation, underground | uranium ore, as U | Cutoff, U",5005.7110400077445,"MJ, net calorific value"
"uranium mine operation, underground | uranium ore, as U | Cutoff, U",4725.357589985293,"MJ, net calorific value"
"uranium mine operation, open cast | uranium ore, as U | Cutoff, U",1866.379469756508,"MJ, net calorific value"
"uranium mine operation, open cast | uranium ore, as U | Cutoff, U",1301.8754330319177,"MJ, net calorific value"
"lignite mine operation | lignite | Cutoff, U",323.66632563975605,"MJ, net calorific value"
