Process,Contribution,Unit
"treatment of municipal solid waste, unsanitary landfill, wet infiltration class (500mm) | municipal solid waste | Cutoff, U",1.153119295007478,kg CO2-Eq
"treatment of municipal solid waste, open dump, wet infiltration class (500mm) | municipal solid waste | Cutoff, U",0.7002444165566674,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill, moist infiltration class (300mm) | municipal solid waste | Cutoff, U",0.3633318237947525,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill, dry infiltration class (100mm) | municipal solid waste | Cutoff, U",0.35270086185390626,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill, very wet infiltration class (1000mm) | municipal solid waste | Cutoff, U",0.2430253373931441,kg CO2-Eq
"treatment of municipal solid waste, open dump, dry infiltration class (100mm) | municipal solid waste | Cutoff, U",0.1618811028437815,kg CO2-Eq
