Process,Contribution,Unit
"treatment of non-sulfidic tailing, off-site | non-sulfidic tailing, off-site | Cutoff, U",77.38663911274897,dimensionless
"treatment of non-sulfidic overburden, off-site | non-sulfidic overburden, off-site | Cutoff, U",6.273890333051233,dimensionless
"road construction | road | Cutoff, U",5.1383653496657695,dimensionless
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment | sulfidic tailings, from copper mine operation | Cutoff, U",4.081458667743826,dimensionless
"softwood forestry, spruce, sustainable forest management | sawlog and veneer log, softwood, with bark, green, measured as green volume under bark | Cutoff, U",3.28933822195319,dimensionless
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment | sulfidic tailings, from copper mine operation | Cutoff, U",2.940892538458629,dimensionless
