Process,Contribution,Unit
"blasting | blasting | Cutoff, U",1.1770301540290788,kg N-Eq
"blasting | blasting | Cutoff, U",0.5912757873110471,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.16244004181651087,kg N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.055982579232849904,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.04720588548070021,kg N-Eq
"treatment of spoil from hard coal mining, in surface landfill | spoil from hard coal mining | Cutoff, U",0.04486255143510555,kg N-Eq
