Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.00021680690105486155,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.00021318362817650987,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.260624873362451e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.555272585401283e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.631133169654934e-05,CTUh
"copper mine operation and beneficiation, sulfide ore | copper concentrate, sulfide ore | Cutoff, U",9.923383707844057e-06,CTUh
