Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.003591828752249006,kg N-Eq
"blasting | blasting | Cutoff, U",0.0017969625190357252,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.0011765529805501031,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.0009970801205448137,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.0009196156260184679,kg N-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.0007894313813848347,kg N-Eq
