Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.05210312016147314,kg N-Eq
"blasting | blasting | Cutoff, U",0.026137438812576415,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.017654689581973627,kg N-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.017053821087327323,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.014089923411115042,kg N-Eq
"treatment of spoil from hard coal mining, in surface landfill | spoil from hard coal mining | Cutoff, U",0.012151109755558599,kg N-Eq
