Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.4825057918748573e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.4577301827887783e-06,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.9133763828705753e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.7472720606425084e-07,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.1153539668558489e-07,CTUh
"treatment of copper scrap by electrolytic refining | copper, cathode | Cutoff, U",2.1028445705143005e-08,CTUh
