Process,Contribution,Unit
"electricity production, hard coal, at coal mine power plant | electricity, high voltage, for internal use in coal mining | Cutoff, U",5.694718143663174e-07,disease incidence
"blasting | blasting | Cutoff, U",8.225442611397163e-08,disease incidence
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",7.213153358666442e-08,disease incidence
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",5.6865316951120824e-08,disease incidence
"blasting | blasting | Cutoff, U",4.115121598128838e-08,disease incidence
"platinum group metal mine operation, ore with high palladium content | palladium | Cutoff, U",3.5441569946839884e-08,disease incidence
