Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",9.050576479525227e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",8.899323414552845e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.7785924285305248e-08,CTUh
"gold production | gold | Cutoff, U",1.3510563795076503e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.0666952872665435e-08,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",6.809144648267802e-09,CTUh
