Process,Contribution,Unit
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.00021759335175190446,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",0.00021395693572420242,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",4.276079969049863e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",2.564541644163462e-05,CTUh
"smelting of copper concentrate, sulfide ore | copper, anode | Cutoff, U",1.6370499823209674e-05,CTUh
"treatment of copper scrap by electrolytic refining | copper, cathode | Cutoff, U",3.0861027762188245e-06,CTUh
