Process,Contribution,Unit
"anaerobic digestion of manure | biogas | Cutoff, U",2.9152277920212177,kg CO2-Eq
"electricity production, hydro, reservoir, alpine region, renewable energy products | electricity, high voltage, renewable energy products | Cutoff, U",1.4841445780926321,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill, wet infiltration class (500mm) | municipal solid waste | Cutoff, U",1.477229457749544,kg CO2-Eq
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | Cutoff, U",1.0304196213056847,kg CO2-Eq
"treatment of municipal solid waste, open dump, wet infiltration class (500mm) | municipal solid waste | Cutoff, U",0.8929213958301045,kg CO2-Eq
"treatment of municipal solid waste, unsanitary landfill, moist infiltration class (300mm) | municipal solid waste | Cutoff, U",0.4736452363246825,kg CO2-Eq
