Process,Contribution,Unit
"blasting | blasting | Cutoff, U",0.10410716442592821,mol N-Eq
"blasting | blasting | Cutoff, U",0.05249196208557372,mol N-Eq
"ferromanganese production, high-coal, 74.5% Mn | ferromanganese, high-coal, 74.5% Mn | Cutoff, U",0.011983529374912101,mol N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.010570082286451428,mol N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.008121059801959424,mol N-Eq
"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | transport, freight, sea, bulk carrier for dry goods, heavy fuel oil | Cutoff, U",0.0060176251498567515,mol N-Eq
