Process,Contribution,Unit
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.914512539322862,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.559841084121304,kg CO2-Eq
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",0.5151270454763234,kg CO2-Eq
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",0.48765615460274503,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.4522363315022496,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.4408881010943989,kg CO2-Eq
