Process,Contribution,Unit
"blasting | blasting | Cutoff, U",1.1861919426177518,kg N-Eq
"blasting | blasting | Cutoff, U",0.5962317086321208,kg N-Eq
"diesel, burned in building machine | diesel, burned in building machine | Cutoff, U",0.21461514645872942,kg N-Eq
"uranium production, in yellowcake, in-situ leaching | uranium, in yellowcake | Cutoff, U",0.08159650671217118,kg N-Eq
"treatment of spoil from lignite mining, in surface landfill | spoil from lignite mining | Cutoff, U",0.06974789782788167,kg N-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.060111342604524796,kg N-Eq
