Process,Contribution,Unit
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.7473642501697056,kg CO2-Eq
"electricity production, hard coal, conventional | electricity, high voltage | Cutoff, U",0.6298585896623046,kg CO2-Eq
"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",0.6205578467793013,kg CO2-Eq
"natural gas venting from petroleum/natural gas production | natural gas, vented | Cutoff, U",0.5033580581307392,kg CO2-Eq
"electricity production, hard coal | electricity, high voltage | Cutoff, U",0.45900155646444285,kg CO2-Eq
"hard coal mine operation and hard coal preparation | hard coal | Cutoff, U",0.4473397613990803,kg CO2-Eq
