Flow,UUID,Unit,Amount,Direction,UUID_provider,Transport_phase_codes
"steel, 3.2% silicon alloy, for grain oriented electrical steel",18add12c-c784-538a-a588-06a557333256,kg,47.65,Input,f3eeca22-b658-37fe-bc41-2fea3ed1a94e,"P2,S1"
"metal working, average for steel product manufacturing",79632c4b-f876-4c89-bf27-b864b30566be,kg,47.65,Input,8185cec5-3801-3507-a689-cde0fb0721f2,
"copper, cathode",fbb039f7-f9cc-46d2-b631-313ddb125c1a,kg,9.2,Input,9e4d4bb4-2aed-3ef2-9caa-46439cf1c523,"P2,S1"
"wire drawing, copper",cdb7b939-f508-49ed-80f3-b39f6137fe1c,kg,9.2,Input,9dd1ce4b-030a-33ee-a66e-05dc9455269a,
glass fibre,102d2161-b570-42cd-b646-1c44e47d23c5,kg,0.172,Input,faa4d61b-9987-3a7c-99df-194c111f2835,"P2,S1"
"epoxy resin, liquid",51c7e57a-00b7-4412-b56c-94c17b211ee7,kg,0.43200000000000005,Input,1ab27f58-6586-33ea-9e7c-86b9e976adc1,"P2,S1"
magnet,,kg,57.454,Output,,
